he_displaced_threshold_ft,lighted,le_displaced_threshold_ft,le_elevation_ft,airport_ref,le_longitude_deg,surface,airport_ident,he_longitude_deg,width_ft,le_heading_degT,he_latitude_deg,length_ft,he_heading_degT,he_elevation_ft,id,le_ident,he_ident,le_latitude_deg,closed
,0,,,6823,,TURF,05IN,,100,,,2000,,,255557,08,26,,0
,0,,,6824,,TURF,05IS,,100,,,2000,,,252443,09,27,,0
,0,,,6825,,TURF,05KS,,50,,,2350,,,253170,17,35,,0
,0,,,346026,,Turf,05KT,,50,,,600,,,346027,9,27,,0
,0,150,,6826,,TURF,05KY,,150,,,1270,,,247089,02,20,,0
,0,,,6827,,TURF,05LA,,70,,,2200,,,248582,18,36,,0
,0,,,6828,,ASPH,05LL,,120,,,120,,,265094,H1,,,0
1000,0,,,6829,-92.4783,TURF,05LS,-92.4755,100,22.4,31.2529,2300,,,239914,02,20,31.2471,0
,0,,,6831,,ASPH,05MA,,40,,,100,188,,265095,H1,,,0
,0,500,,6832,,TURF,05MD,,80,,,2700,,,256912,18,36,,0
,0,,,6833,,TURF,05ME,,40,,,900,,,256013,E,W,,0
,0,,,6834,,CONC-G,05MO,,30,,,30,,,269451,H1,,,0
,1,,,6835,,CONC,05MS,,40,,,40,,,265096,H1,,,0
,1,,,6836,,CONC,05NC,,40,,,40,,,269452,H1,,,0
,0,,,6837,,TURF,05NE,,80,,,3210,,,248198,15,33,,0
,0,,,6838,,TURF,05NH,,100,,,100,,,269453,H1,,,0
,1,,,6839,,CONC,05NJ,,60,,,60,,,269454,H1,,,0
,0,,,6840,,ASPH-CONC-G,05NY,,75,,,75,,,269455,H1,,,0
500,0,,,6841,,TURF,05OI,,100,,,2000,,,252094,09,27,,0
,0,,,6842,,TURF,05OK,,90,,,2200,,,255593,17,35,,0
,0,,,6843,,TURF,05OR,,50,,,2600,,,252203,11,29,,0
,0,,,6843,,TURF,05OR,,75,,,75,,,269456,H1,,,0
,0,,,6844,,ASPH,05PA,,70,,,70,,,269457,H1,,,0
,0,,,6845,,ASPH,05PN,,120,,,120,,,269458,H1,,,0
895,0,320,,6846,-77.8655,TURF,05PS,-77.86,100,,40.146,2319,,,251648,06,24,40.1412,0
,0,,,6847,,TURF-G,05S,,45,,,2940,,,246531,09,27,,0
120,0,240,,6848,,TURF-G,05TA,,40,,,1700,,,252110,17,35,,0
,0,,,6849,,TURF,05TE,,50,,,1500,,,249408,15,33,,0
,0,,,6851,,TURF,05TS,,90,,,1700,,,248774,17,35,,0
,0,,,6852,,TURF,05TX,,50,,,2075,,,257314,15,33,,0
,0,,,6853,-110.321,ASPH-P,05UT,-110.314,50,149,37.0287,3950,,,242390,14,32,37.038,0
,0,,7696,6854,-105.56,DIRT-G,05V,-105.546,52,41,37.4175,6160,221,7720,255388,03,21,37.4048,0
,0,,,6855,,TURF,05VA,,40,,,2000,,,253174,18,36,,0
,0,,,6856,,CONC,05VT,,80,,,80,,,269459,H1,,,0
,0,,2220,6857,,CONC,05WA,,40,,,40,,,269460,H1,,,0
,0,,,6858,,TURF,05WI,,60,,,1800,,,249811,E,W,,0
,0,,,45907,,TURF-GRVL,05WN,,50,,,1700,292.2,,264540,09,27,,0
,0,,,6859,,TURF,05XS,,100,,,2600,,,249655,01,19,,0
,1,,1440,6860,-95.4423,TURF-G,05Y,-95.4423,200,,46.2996,3280,,1455,252823,17,35,46.3084,0
,0,,,45272,,GRVL,06AK,,40,,,2000,,,264063,02,20,,0
,0,,,6861,,ASPH,06AL,,75,,,1600,,,265097,H1,,,0
,0,,,6861,,ASPH,06AL,,75,,,1600,,,265098,H2,,,0
,0,,,6861,,ASPH,06AL,,75,,,1600,,,265099,H3,,,0
,0,,,6861,,ASPH,06AL,,75,,,1600,,,265100,H4,,,0
,0,,,6861,,ASPH,06AL,,75,,,1600,,,265101,H5,,,0
,0,,,6861,,ASPH,06AL,,75,,,1600,,,265102,H6,,,0
,0,,,6861,,TURF,06AL,,75,,,1600,,,265103,H7,,,0
,1,,,6862,,TURF,06AR,,125,,,2900,,,257167,16,34,,0
,1,,,6863,,CONC,06AZ,,80,,,80,,,265104,H1,,,0
,0,,,6864,,WATER-E,06B,,4000,,,15000,,,257162,02,20,,0
,0,,,6865,,CONC,06CA,,20,,,20,,,265105,H1,,,0
,1,,,6866,,CONC,06CL,,46,,,46,,,265106,H1,,,0
,0,,,6867,,TURF,06CO,,75,,,4500,,,249380,17,35,,0
241,1,241,28,6868,-80.3392,ASPH,06FA,-80.3177,150,90,26.9082,7003,270,28,245598,09,27,26.9081,0
,0,,,6869,,TURF,06FD,,120,,,3400,,,255035,18,36,,0
,0,,,6870,,TURF,06FL,,100,,,200,,,265107,H1,,,0
,0,,,6871,,TURF,06GA,,300,,,300,,,265108,H1,,,0
,0,,,6872,,WATER,06I,,3500,,,16000,,,247546,E,W,,0
,0,,,6873,,TURF,06IA,,100,,,1750,,,246797,09,27,,0
,0,,,6874,,GRVL-DIRT,06ID,,80,,,2200,,,251133,09,27,,0
,0,,,6875,,TURF,06IL,,70,,,2580,,,251807,09,27,,0
,0,,,6876,,TURF,06IN,,75,,,1600,,,257009,N,S,,0
,0,,,6877,,TURF,06IS,,70,,,2600,,,253637,18,36,,0
,0,,,6878,,TURF,06KS,,25,,,25,,,265109,H1,,,0
,0,,,6879,,CONC,06KY,,60,,,60,,,265110,H1,,,0
,0,,,6880,,CONC,06LA,,39,,,39,,,265111,H1,,,0
,0,,,6881,,CONC,06LL,,40,,,40,,,265112,H1,,,0
,0,,,6882,,CONC,06LS,,40,,,40,,,265113,H1,,,0
,0,,,6883,,ASPH,06MA,,15,,,15,,,265114,H1,,,0
,1,,,6884,,CONC,06MD,,60,,,60,,,265115,H1,,,0
,0,,,6885,,CONC,06MI,,45,,,45,,,265117,H1,,,0
,0,,,6885,,ASPH,06MI,,45,,,45,,,265116,H2,,,0
,0,,,6886,-92.4193,TURF,06MN,-92.414,60,120.6,47.6509,1500,,,240540,12,30,47.653,0
,1,,,6887,-94.8064,ASPH,06MO,-94.8022,30,156.6,39.2278,3000,,,243386,15,33,39.2353,0
,0,,,6888,,TURF,06MT,,60,,,2200,,,258123,E,W,,0
,1,563,503,6889,-74.3961,ASPH-G,06N,-74.387,60,62,41.4337,2811,242,521,247424,08,26,41.4302,0
500,0,,,6890,,TURF,06NC,,90,,,2600,,,258046,09,27,,0
,0,,,6891,,TURF,06ND,,50,,,2800,,,252568,08,26,,0
,0,,,6892,,CONC,06NE,,95,,,130,,,269461,H1,,,0
,0,,,6893,,TURF,06NH,,150,,,1900,,,256168,17,35,,0
,0,,,6895,,TURF,06NY,,75,,,2000,,,255352,15,33,,0
,0,,,6896,,CONC,06O1,,40,,,40,,,269462,H1,,,0
,0,100,,6897,,TURF,06OH,,100,,,2400,,,254320,09,27,,0
48,0,,,6898,,TURF-F,06OI,,45,,,2256,,,253246,09,27,,0
,0,,,6899,,TURF,06OK,,100,,,300,,,269463,H1,,,0
,0,,,6900,,GRAVEL,06OR,,80,,,1000,,,253145,N,S,,0
,0,,,6901,,TURF-G,06PA,,100,,,2965,,,246803,08,26,,0
,0,,,45764,,CONC,06PN,,15,,,15,,,264638,H1,,,0
,0,,,45764,,ASPH,06PN,,80,,,80,,,269464,H2,,,0
,1,,,6903,,ASPH-G,06R,,30,,,2480,,,248184,15,33,,0
,0,,,6904,,TURF,06SN,,75,,,2400,,,257773,17,35,,0
,0,,,6905,,GRAVEL,06TA,,15,,,1900,,,254861,N,S,,0
,0,,,6906,-95.0308,ASPH,06TE,-95.0229,50,83.9,30.3131,3500,,,245133,08,26,30.3123,0
,0,,,6907,,TURF-F,06TN,,50,,,2000,,,256454,05,23,,0
,0,,2165,340868,-100.206,Turf,06TT,-100.198,75,,30.8571,3129,,2152,340869,13,31,30.8629,0
,0,,,6909,,TURF,06TX,,60,,,1680,,,255358,01,19,,0
,0,,,6910,,TURF-G,06VA,,100,,,2000,,,251046,05,23,,0
,0,,,6911,,ASPH,06WA,,40,,,60,,,269465,H1,,,0
64,1,528,,15372,-122.558,ASPH-G,06WN,-122.548,30,,46.9236,2845,273.9,,257201,09,27,46.9263,0
,0,,,6913,,TURF,06XS,,100,,,1750,,,254934,16,34,,0
,1,,1055,6914,-96.1636,ASPH-G,06Y,-96.1574,60,,45.8262,2997,,1068,252720,14,32,45.8332,0
,0,,,6915,,TURF,07AL,,1200,,,6000,,,265118,H1,,,0
,0,,,6916,,TURF,07AR,,60,,,3000,,,252802,11,29,,0
,0,,363,6918,-68.5728,TURF-F,07B,-68.5666,100,,44.4442,3186,,322,246800,16,34,44.4518,0
,0,,,6919,,CONC,07CA,,40,,,40,,,265119,H1,,,0
,1,,100,6920,,ASPH,07CL,,50,,,2220,,100,257130,16,34,,0
,0,,,6921,,TURF,07CO,,75,,,3100,,,254680,02,20,,0
1000,1,,770,6923,-82.724,TURF-G,07D,-82.7236,65,177,43.0614,2244,357,770,249201,18,36,43.0676,0
500,1,,,6924,-80.2792,ASPH,07FA,-80.2704,70,40,25.3301,4500,,,245843,04,22,25.3207,0
,0,,,6926,,ASPH,07FL,,65,,,67,,,265120,H1,,,0
,0,,,6927,,TURF,07GA,,80,,,1700,,,248801,09,27,,0
,0,,,6928,,WATER,07I,,4000,,,15000,,,269466,NE,SW,,0
,0,,,6929,,TURF-DIRT,07ID,,75,,,3000,,,251119,NW,SE,,0
,1,,,6930,,CONC,07II,,60,,,60,,,265121,H1,,,0
,0,,,6931,,TURF,07IN,,80,,,1860,,,247283,N,S,,0
,1,,1715,6932,-98.0533,CONC-E,07K,-98.0494,60,,41.1067,3700,,1716,250306,15,33,41.1164,0
,0,,,6933,,TURF,07KS,,45,,,2000,,,254334,18,36,,0
,0,,,6934,,TURF,07KY,,100,,,2000,,,251732,11,29,,0
,0,,,6935,,CONC,07LA,,15,,,30,,,265122,H1,,,0
,0,,,6936,,CONC,07LS,,50,,,50,,,265123,H1,,,0
,0,,,6937,,TURF,07MA,,60,,,120,,,265124,H1,,,0
,0,,,6938,,TURF,07MD,,70,,,1000,,,251186,17,35,,0
,0,,,6939,,TURF,07ME,,200,,,900,,,265125,H1,,,0
,0,,,6940,,TURF,07MI,,100,,,2904,,,249456,09,27,,0
,0,,,6941,,TURF,07MN,,50,,,2600,,,255461,E,W,,0
,0,,,6942,,TURF-GRVL-F,07MO,,40,,,2700,,,251479,17,35,,0
,1,,2757,6943,-106.552,CONC-G,07MT,-106.504,300,120,48.4118,13500,300,2748,243729,10,28,48.4303,0
100,0,370,,6944,,TURF-F,07N,,100,,,2200,,,254978,16,34,,0
,0,,,6945,,TURF,07NC,,50,,,2000,,,246722,08,26,,0
,0,,,6946,,WATER,07NH,,200,,,2500,,,251305,05W,23W,,0
,0,,,6946,,WATER,07NH,,200,,,2500,,,251306,17W,35W,,0
,0,,,6947,,ASPH,07NJ,,45,,,45,,,269467,H1,,,0
,1,,,6948,,ASPH,07NY,,50,,,50,,,269468,H1,,,0
,0,,,6949,,CONC,07OH,,30,,,30,,,269469,H1,,,0
,0,,,6950,,TURF,07OK,,80,,,2400,,,255599,17,35,,0
,0,,,6951,,TURF,07OR,,100,,,1200,,,250148,17,35,,0
,0,,,45747,,TURF,07PN,,100,,,1600,,,264527,09,27,,0
,1,,,6953,,TURF,07TA,,125,,,2200,,,253663,06,24,,1
,1,,,6953,,CONC-TURF,07TA,,200,,,200,,,269470,H1,H1,,0
,0,,39,6954,-97.5175,ASPH,07TE,-97.5064,100,134,27.7164,5000,,,245010,13,31,27.7258,0
200,0,,,6955,,TURF,07TN,,75,,,1800,,,246384,07,25,,0
,1,,,6956,,TURF,07TS,,75,,,2500,,,258085,17,35,,0
,0,,,6957,,TURF,07TX,,50,,,400,,,269471,H1,,,0
,0,,,6958,,TURF,07VA,,50,,,1600,,,246375,16,34,,0
,0,,,6959,,TURF,07VT,,20,,,526,,,246408,05,23,,0
,0,,,6959,,TURF,07VT,,20,,,595,,,246409,14,32,,0
,0,,,6960,,CONC,07WA,,53,,,53,,,269472,H1,,,0
,0,,,6961,,TURF,07WI,,50,,,1500,,,249465,09,27,,0
,0,,,346208,,Turf,07WY,,50,,,2200,,,346212,13,31,,0
,0,,,341553,,CON,07XA,,37,,,37,,,341554,H1,-,,0
,0,,,6962,,CONC,07XS,,30,,,30,,,269473,H1,,,0
,0,,,6963,-93.5993,TURF-G,07Y,-93.5956,150,,46.9521,2850,,,250120,16,34,46.9595,0
,0,,,45248,,GRVL,08AK,,80,,,1200,,,264053,01,19,,0
,0,,,332752,,Water,08AL,,200,,,4000,,,332753,9W,27W,,0
,0,,,6964,,CONC,08AR,,50,,,50,,,265126,H1,,,0
,0,,,6965,,CONC,08AZ,,42,,,42,,,265127,H1,,,0
143,1,417,56,6966,-69.89,TURF-G,08B,-69.8843,100,,43.9983,1935,,57,256187,14,32,44.0017,0
,0,,,6967,,ASPH,08CA,,60,,,60,,,265128,H1,,,0
,0,,,6968,,DIRT,08CL,,50,,,2000,,,256508,E,W,,0
,1,,,45316,,CONC,08CN,,50,,,50,334,,264245,H1,,,0
,0,,,6969,,TURF,08CO,,75,,,2600,,,251459,09,27,,0
,0,,,6970,,WATER,08CT,,1400,,,4700,,,247428,01,19,,0
275,0,250,,6971,,TURF-F,08F,,80,,,2584,,,247914,17,35,,0
,0,,,6972,,TURF,08FA,,75,,,3390,,,253784,09,27,,0
,0,,,6973,,TURF,08FD,,104,,,4138,,,256091,18,36,,0
,0,,,6974,,TURF,08FL,,100,,,2500,,,249206,03,21,,0
,0,,,6975,,ASPH-G,08G,,56,,,60,,,269474,H1,,,0
,1,,,6976,,TURF,08GA,,150,,,5000,,,247944,03,21,,0
,0,,,6977,,GRAVEL,08ID,,60,,,2500,,,247959,NW,SE,,0
,0,,,6978,,CONC,08II,,30,,,30,,,265129,H1,,,0
,0,,,6979,,TURF,08IL,,75,,,2200,,,256801,09,27,,0
,0,,,45416,,WATER,08IN,,1600,,,5000,,,264168,13W,31W,,0
,0,,,6980,,TURF,08IS,,70,,,1320,,,252718,18,36,,0
,1,,,6981,,GRAVEL,08KS,,99,,,2700,,,249801,17,35,,0
,0,,,6982,,TURF-G,08KY,,60,,,2500,,,251916,09,27,,0
,0,,,6983,,TURF,08LA,,15,,,30,,,265130,H1,,,0
,0,,,6984,,TURF-G,08LL,,100,,,2190,,,253307,18,36,,0
,0,,,6985,,TURF,08LS,,60,,,2000,,,250625,18,36,,0
,0,,,6986,,ASPH,08MA,,18,,,1000,,,248052,04,22,,0
,1,,,6987,,MATS,08MD,,45,,,45,,,265131,H1,,,0
,0,,,6988,,TURF-F,08ME,,90,,,2300,,,251307,13,31,,0
,1,,,6989,,ROOF-TOP,08MI,,60,,,60,,,265132,H1,,,0
,0,,,6990,,WATER,08MN,,6000,,,11088,,,255433,18,36,,0
,0,,,6991,,TURF,08MO,,50,,,2640,,,254746,03,21,,0
,0,,,6991,,TURF,08MO,,48,,,2140,,,254747,18,36,,0
,1,,,6992,-89.8742,ASPH-TURF,08MS,-89.8625,50,70,34.664,3725,,,240690,07,25,34.6605,0
,0,,,6993,,DIRT,08MT,,80,,,2600,,,249901,07,25,,0
600,1,275,,6994,,TURF-G,08N,,120,,,2635,,,252026,07,25,,0
,0,350,,6995,,TURF,08NC,,50,,,3200,190,,252690,18,36,,0
,0,,,6996,,TURF,08ND,,75,,,1300,,,256033,17,35,,0
,1,,,6997,,TURF-G,08NE,,100,,,3000,,,255528,11,29,,0
,1,,,6998,,CONC,08NH,,80,,,80,,,269475,H1,,,0
,0,,,6999,,ASPH,08NJ,,90,,,90,,,269476,H1,,,0
,0,,,345570,,Turf,08NR,,40,,,1400,,,345571,2,20,,0
,0,,,7000,,TURF,08NY,,60,,,550,,,247873,01,19,,0
,0,,,7000,,TURF,08NY,,40,,,500,,,247874,10,28,,0
,0,,,7001,,TURF,08OH,,50,,,3000,,,251440,E,W,,0
,1,,,7002,,TURF,08OK,,50,,,1800,,,248523,08,26,,0
,0,,,327859,,Turf,08OL,,40,,,1029,,,327862,18,36,,0
,0,,,7003,,GRVL,08OR,,20,,,2800,,,255790,18,36,,0
,0,,,7004,,TURF,08PA,,150,,,200,,,269477,H1,,,0
,0,,,7005,,ASPH,08PN,,50,,,50,,,269478,H1,,,0
130,1,,130,7006,-71.6245,ASPH-P,08R,-71.6168,30,,41.4891,2129,,127,255617,11,29,41.4899,0
,0,,,345365,,CON,08SD,,42,,,42,,,345366,H1,,,0
,0,,,7007,,TURF,08TA,,100,,,200,,,269479,H1,,,0
,0,,,7008,-98.7448,ASPH,08TE,-98.7425,50,166,29.9719,3100,,,241351,16,34,29.9802,0
,0,,,343404,,CON,08TT,,75,,,2015,,,343407,4,22,,0
,1,,,7010,,TURF,08TX,,30,,,2100,,,257722,09,27,,0
,0,,,7010,,TURF,08TX,,100,,,1800,,,257723,18,36,,0
,0,,,7011,,DIRT-F,08U,,50,,,3600,,,249615,01,19,,0
,0,,,7012,,TURF,08VA,,50,,,1800,,,248952,09,27,,0
,0,,,7013,,CONC,08WA,,100,,,100,,,269480,H1,,,0
,0,,,7015,,TURF,08XS,,100,,,2350,,,251207,03,21,,0
,0,,,329058,,Deck,09AA,,24,,,22,,,329059,H1,H1,,0
,0,,,45270,,TURF,09AK,,60,,,1300,,,264097,06,24,,0
,0,,,7016,,ASPH,09AR,,100,,,135,,,265133,H1,,,0
,0,,,7017,,DIRT,09AZ,,80,,,2350,,,246691,06,24,,0
,1,,,7018,,ASPH,09CA,,65,,,65,,,265134,H1,,,0
,0,,2240,7019,-121.059,ASPH-F,09CL,-121.054,50,26,39.1175,3000,,2310,241029,01,19,39.11,0
,1,,,45317,,CONC,09CN,,50,,,50,,,269481,H2,,,0
,0,,,7020,,TURF,09CO,,65,,,3250,,,256087,09,27,,0
,1,,,7021,-81.4131,ASPH-E,09FA,-81.4131,50,180,27.2389,4800,,,240175,18,36,27.2522,0
,0,,,7022,,TURF,09FD,,100,,,2649,,,252936,18,36,,0
,0,500,,7023,,TURF,09FL,,150,,,3000,,,250951,09,27,,0
,0,,,7024,,TURF,09GA,,70,,,2400,,,256213,09,27,,0
,0,,,7025,,WATER,09I,,1000,,,5000,,,253584,05,23,,0
,0,,,7025,,WATER,09I,,1000,,,5000,,,253585,08,26,,0
,0,,,7026,,ASPH-TURF,09IA,,80,,,2700,,,255318,09,27,,0
,0,,,7027,,TURF,09ID,,100,,,2300,,,248783,09,27,,0
,0,,,7028,,TURF,09II,,100,,,1600,,,253215,E,W,,0
,0,,,7029,,CONC,09IL,,40,,,40,,,265135,H1,,,0
,1,,,7030,,TURF,09IN,,70,,,2200,,,249554,09,27,,0
,0,,,7030,,TURF,09IN,,50,,,2200,,,249555,18,36,,0
,0,,,7031,,CONC,09IS,,31,,,39,,,265136,H1,,,0
,0,,,7032,,TURF,09KS,,60,,,2500,,,255422,17,35,,0
,0,,,7033,,CONC,09KY,,50,,,50,,,265137,H1,,,0
,0,,,7034,,CONC,09LA,,50,,,50,,,265138,H1,,,0
,0,,,7035,,TURF,09LL,,80,,,2300,,,248621,17,35,,0
,1,,,7036,,CONC,09LS,,40,,,40,,,265139,H1,,,0
,0,,,7037,,TURF,09MA,,50,,,1700,,,254362,09,27,,0
,0,,,7037,,TURF,09MA,,100,,,2000,,,254363,15,33,,0
,0,,,7038,,TURF,09ME,,100,,,2000,,,251828,04,22,,0
,0,,,7039,,CONC,09MI,,40,,,40,,,265140,H1,,,0
,0,,,7041,,TURF,09MO,,50,,,1320,,,256564,E,W,,0
,0,,,7042,,TURF-F,09N,,75,,,1863,,,252352,02,20,,0
,0,,,7043,,TURF,09NC,,80,,,2400,,,254270,16,34,,0
,0,,,7044,,TURF,09NE,,50,,,2500,,,247511,18,36,,0
,0,,,7045,,TURF,09NJ,,100,,,100,,,269482,H1,,,0
,0,,,324843,,Turf,09NR,,35,,,1800,,,324844,9,27,,0
,0,,,324843,,CON,09NR,,24,,,24,,,324845,H1,H1,,0
,0,,,324843,,CON,09NR,,24,,,24,,,324846,H2,H2,,0
,0,,,7046,,ASPH,09NY,,100,,,100,,,269483,H1,,,0
,0,,,7047,,TURF,09OK,,50,,,2500,,,249387,01,19,,0
,0,,,7048,,TURF,09OR,,50,,,50,,,269484,H1,,,0
,0,,,7049,,TURF,09PA,,200,,,2300,,,247110,06,24,,0
,0,,2621,7051,-117.284,TURF-P,09S,-117.284,150,,48.8385,1765,,2603,253546,16,34,48.8433,0
,0,,,14580,,TURF-P,09TA,,40,,,2400,,,246461,17,35,,0
,0,,,7052,,TURF-F,09TE,,45,,,2815,,,253777,16,34,,0
,0,,,7053,,CONC,09TN,,80,,,80,,,269485,H1,,,0
,0,,,7054,-103.171,ASPH,09TS,-103.158,42,90,29.4824,4200,,,244478,09,27,29.4824,0
,0,,,7055,,TURF,09TX,,120,,,2340,,,258106,10,28,,0
,0,,,7055,,TURF,09TX,,120,,,1220,,,258107,14,32,,0
,0,,,7055,,TURF,09TX,,120,,,5200,,,258108,E,W,,0
,0,,,7056,,TURF,09VA,,50,,,1100,,,255807,05,23,,0
,1,,,7057,,CONC,09VG,,60,,,96,,,269486,H1,,,0
,0,,,7058,,ASPH-G,09W,,60,,,60,,,265141,H1,,,0
,0,,,7059,,CONC,09WA,,60,,,60,,,269487,H1,,,0
,0,,,7060,,TURF,09WI,,100,,,2500,,,248295,N,S,,0
,0,,,7061,,CONC,09XS,,90,,,90,,,269488,H1,,,0
,0,,,7062,,WATER,09Y,,500,,,8000,,,256247,17,35,,0
,0,,,325323,,Turf,0AA7,,100,,,2539,,,325324,18,36,,0
47,1,,305,7063,-162.907,GRVL-F,0AK,-162.892,55,91,61.9345,2541,271,288,247079,07,25,61.9346,0
250,0,,,7064,,TURF-G,0AK0,,70,,,1050,220.6,,251693,08,26,,0
,0,,,7065,,WATER,0AK1,,2000,,,3000,,,255835,06W,24W,,0
,0,200,,7065,,GRAVEL,0AK1,,50,,,2200,,,255836,08,26,,0
,0,,,45273,,TURF-DIRT,0AK2,,150,,,1000,,,264070,03,21,,0
,0,,,7066,,TURF,0AK3,,100,,,900,,,248626,14,32,,0
,0,,,7067,,TURF,0AK5,,120,,,1550,,,255362,02,20,,0
,0,,,7068,,DIRT,0AK6,,60,,,1700,,,253702,11,29,,0
,1,,,7069,,GRVL,0AK7,,75,,,2400,,,252197,06,24,,0
,0,,,7070,,GVL,0AK8,,150,,,150,,,325125,H1,H1,,0
,0,,,7071,,GRVL,0AK9,,30,,,2000,,,253648,17,35,,0
,0,,,7072,,ASPH,0AL0,,90,,,90,,,265142,H1,,,0
,0,,,7073,,TURF,0AL1,,70,,,2640,,,257351,17,35,,0
,0,,,7074,,CONC,0AL2,,21,,,24,,,265143,H1,,,0
,0,,,7075,,CONC,0AL3,,24,,,24,,,265144,H1,,,0
,0,,,7076,,CONC,0AL4,,30,,,30,,,265145,H1,,,0
,0,,,7077,,TURF,0AL5,,100,,,2200,,,251222,15,33,,0
,0,,,7078,,ASPH,0AL6,,49,,,49,,,265146,H1,,,0
,0,,,7079,,CONC,0AL7,,30,,,30,,,265147,H1,,,0
,0,,,7080,,ASPH,0AL8,,55,,,55,,,265148,H1,,,0
,0,,,7081,,TURF,0AL9,,50,,,2200,,,248305,09,27,,0
,1,,,7082,,ASPH,0AR0,,60,,,60,,,265149,H1,,,0
,0,,,7084,,TURF-GRVL,0AR2,,60,,,2800,,,254331,18,36,,0
,0,,,7085,,TURF,0AR3,,50,,,2000,,,249878,E,W,,0
,0,,,7086,,ASPH,0AR4,,11,,,11,,,265150,H1,,,0
,0,,,7087,,CONC,0AR5,,42,,,42,,,265151,H1,,,0
,0,,,7088,,CONC,0AR6,,20,,,20,,,265152,H1,,,0
300,0,,,7089,,TURF,0AR7,,50,,,2200,,,251481,18,36,,0
,0,,,7090,,CONC,0AR8,,30,,,30,,,265153,H1,,,0
,0,,,7091,,ASPH,0AR9,,10,,,10,,,265154,H1,,,0
,1,,,7092,,MATS,0AZ0,,40,,,40,,,265155,H1,,,0
,0,,,7093,,DIRT,0AZ1,,40,,,2000,,,255109,03,21,,0
,0,,,7093,,DIRT,0AZ1,,50,,,3250,,,255110,14,32,,0
,0,,,7093,,DIRT,0AZ1,,75,,,2500,,,255111,16,34,,0
,0,,,7094,-113.644,GRVL,0AZ2,-113.64,100,131,33.7767,1500,,,240292,12,30,33.7794,0
,0,,,7094,-113.641,ASPH,0AZ2,-113.642,100,183,33.7733,3500,,,240293,17,35,33.7828,0
,0,,,7095,,TURF,0AZ4,,130,,,2900,,,248438,01,19,,0
563,0,675,,7096,,ASPH-DIRT,0AZ5,,60,,,1400,,,253973,17,35,,0
,0,,,7097,,CONC,0AZ6,,45,,,40,,,265156,H1,,,0
,0,,,7097,,CONC,0AZ6,,45,,,40,,,265157,H2,,,0
,0,,,7097,,CONC,0AZ6,,45,,,40,,,265158,H3,,,0
,0,,,7098,,CONC,0AZ7,,50,,,50,,,265159,H1,,,0
,0,,,7099,-68.7671,TURF-F,0B2,-68.7685,30,348,44.7662,1730,168,,255100,01,19,44.7615,0
,0,,,7100,,ASPH-E,0B7,,30,,,2575,,,254852,04,22,,0
,1,,,7101,-94.7818,ASPH-TRTD-P,0C1,-94.7792,35,19,39.4909,2375,199,,257597,02,20,39.4847,0
,0,,760,7102,-88.7084,TURF-G,0C2,-88.6987,100,,41.7709,2640,,755,255168,09,27,41.7709,0
,1,573,960,7103,-85.2806,TURF-G,0C5,-85.2806,100,180,43.5712,3800,,960,248990,18,36,43.5816,0
80,1,300,727,7104,-89.1329,TURF-G,0C7,-89.1324,200,,41.5164,3980,,715,257174,18,36,41.5273,0
250,1,380,640,7105,-88.6051,TURF-G,0C8,-88.6051,180,,41.5156,2831,,640,246710,18,36,41.5234,0
,1,,,7107,,CONC,0CA0,,86,,,86,,,265160,H1,,,0
,0,,190,7108,-120.462,asphalt,0CA1,-120.454,30,94,34.9882,2482,274,190,312186,08,26,34.9887,1
,1,,,7109,,CONC,0CA2,,45,,,45,,,265161,H1,,,0
,0,,,7110,,ASPH,0CA3,,20,,,2100,,,252332,10,28,,0
,0,,,7111,,TREATED,0CA4,,50,,,3600,,,255357,06,24,,0
,0,,,7112,,ASPH,0CA5,,30,,,1400,,,250486,11,29,,0
,0,,,7113,,ASPH,0CA6,,40,,,2400,,,249639,04,22,,0
,0,,,7114,,CONC,0CA7,,85,,,85,,,265162,H1,,,0
,0,,,7115,,DIRT,0CA8,,50,,,2250,,,253880,12,30,,0
,0,,,7116,-120.339,ASPH,0CA9,-120.338,60,173,35.5903,3300,,,241917,16,34,35.5994,0
,1,,,7117,,CONC,0CD0,,50,,,50,,,265163,H1,,,0
,1,,,7118,,MATS,0CD1,,45,,,45,,,265164,H1,,,0
,0,,,7119,,TURF-P,0CD2,,50,,,2500,,,256348,08,26,,0
,0,,,7119,,TURF-F,0CD2,,100,,,5000,,,256349,17,35,,0
,1,,,7121,,MATS,0CD4,,25,,,25,,,265165,H1,,,0
,0,,,7122,,GRVL,0CD5,,70,,,4500,,,257141,04,22,,0
,1,,,7123,,CONC,0CD6,,40,,,40,,,265166,H1,,,0
,0,,,7124,,TURF-G,0CD7,,300,,,956,,,254880,06,24,,0
,1,,,7125,,CONC-G,0CD8,,50,,,50,,,265167,H1,,,0
,0,,,7126,,CONC,0CD9,,50,,,50,,,265168,H1,,,0
,0,,,7127,,DIRT,0CL0,,75,,,3720,,,254718,17,35,,0
,0,,,7128,,DIRT,0CL1,,100,,,3360,,,249754,07,25,,0
,0,,,7128,,DIRT,0CL1,,100,,,2040,,,249755,16,34,,0
,0,,,7129,,CONC,0CL2,,55,,,113,,,265169,H1,,,0
,0,,,7130,,DIRT,0CL3,,50,,,1800,,,249475,05,23,,0
